soc_id,var_id,code,pref_name_for_society,title,category,description,name,climate_id,climate_code,climate_title
Aa1,EA113,2,!Kung,Societal rigidity,Ritual, Politics,Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.,Flexible,AnnualMeanTemperature,21.03514971,Mean value of monthly temperature across the year
Ab20,EA113,NA,Ngumbi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.44085674,Mean value of monthly temperature across the year
Ab21a,EA113,NA,Kisama,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,25.99188671,Mean value of monthly temperature across the year
Ab21b,EA113,NA,Bomvana,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,15.87293026,Mean value of monthly temperature across the year
Ab22,EA113,NA,Chopi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.73435276,Mean value of monthly temperature across the year
Ab3,EA113,NA,Lozi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.27145619,Mean value of monthly temperature across the year
Ab4,EA113,NA,Tsonga,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.19768344,Mean value of monthly temperature across the year
Ab5,EA113,NA,Mbundu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,17.78917906,Mean value of monthly temperature across the year
Ab6,EA113,1,Venda,Societal rigidity,Ritual, Politics,Rigid, characterized as: non-egalitarian, ascriptive status distinctions, autocratic, hierarchical political system, fixed residence and group membership, central authority, fixed religious rites.,Rigid,AnnualMeanTemperature,19.08799218,Mean value of monthly temperature across the year
Ab7,EA113,NA,Nyaneka,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.2363888,Mean value of monthly temperature across the year
Ab8,EA113,NA,Sotho,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,10.67785505,Mean value of monthly temperature across the year
Ab9,EA113,NA,Ndebele,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.91998232,Mean value of monthly temperature across the year
Ac1,EA113,NA,Ila,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.83001114,Mean value of monthly temperature across the year
Ac10,EA113,NA,Chewa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.1377746,Mean value of monthly temperature across the year
Ac11,EA113,NA,Luvale,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.2280438,Mean value of monthly temperature across the year
Ac12,EA113,NA,Chokwe,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.4995579,Mean value of monthly temperature across the year
Ac13,EA113,NA,Tonga,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.1714263,Mean value of monthly temperature across the year
Ac14,EA113,2,Bakongo,Societal rigidity,Ritual, Politics,Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.,Flexible,AnnualMeanTemperature,22.15157376,Mean value of monthly temperature across the year
Ac15,EA113,NA,Mbala,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.34250698,Mean value of monthly temperature across the year
Ac16,EA113,NA,Mitsogho,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.86375475,Mean value of monthly temperature across the year
Ac17,EA113,NA,Suku,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.4750628,Mean value of monthly temperature across the year
Ac18,EA113,NA,Sundi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.3706818,Mean value of monthly temperature across the year
Ac19,EA113,NA,Teke,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.95399209,Mean value of monthly temperature across the year
Ac2,EA113,NA,Pende,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.38180871,Mean value of monthly temperature across the year
Ac20,EA113,NA,Yaka,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.53367678,Mean value of monthly temperature across the year
Ac21,EA113,NA,Bunda,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.74003539,Mean value of monthly temperature across the year
Ac22,EA113,NA,Dzing,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.95962107,Mean value of monthly temperature across the year
Ac23,EA113,NA,Lele,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.69386099,Mean value of monthly temperature across the year
Ac24,EA113,NA,Sakata,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.38122489,Mean value of monthly temperature across the year
Ac25,EA113,NA,Songo,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.34250698,Mean value of monthly temperature across the year
Ac26,EA113,NA,Yanzi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.05040736,Mean value of monthly temperature across the year
Ac27,EA113,NA,Luchazi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.77089977,Mean value of monthly temperature across the year
Ac28,EA113,NA,Luimbe,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.32656517,Mean value of monthly temperature across the year
Ac29,EA113,NA,Luwa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.49476174,Mean value of monthly temperature across the year
Ac3,EA113,1,Bemba,Societal rigidity,Ritual, Politics,Rigid, characterized as: non-egalitarian, ascriptive status distinctions, autocratic, hierarchical political system, fixed residence and group membership, central authority, fixed religious rites.,Rigid,AnnualMeanTemperature,17.73388941,Mean value of monthly temperature across the year
Ac30,EA113,NA,Plateau Tonga,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.13777711,Mean value of monthly temperature across the year
Ac31,EA113,NA,Buye,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.30314478,Mean value of monthly temperature across the year
Ac32,EA113,NA,Kaonde,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.5679854,Mean value of monthly temperature across the year
Ac33,EA113,NA,Lala,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.17693623,Mean value of monthly temperature across the year
Ac34,EA113,NA,Luapula,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.23466209,Mean value of monthly temperature across the year
Ac35,EA113,NA,Shila,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.70675128,Mean value of monthly temperature across the year
Ac36,EA113,NA,Tumbuka,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.1714263,Mean value of monthly temperature across the year
Ac37,EA113,NA,Kunda,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.43519838,Mean value of monthly temperature across the year
Ac38,EA113,NA,Nyanja,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.83679231,Mean value of monthly temperature across the year
Ac39,EA113,NA,Nyasa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.57464033,Mean value of monthly temperature across the year
Ac4,EA113,NA,Kuba,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.54260913,Mean value of monthly temperature across the year
Ac40,EA113,NA,Sena,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.14150164,Mean value of monthly temperature across the year
Ac41,EA113,NA,Makonde,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,24.34536594,Mean value of monthly temperature across the year
Ac42,EA113,NA,Makua,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.43630099,Mean value of monthly temperature across the year
Ac43,EA113,NA,Mambwe,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,24.72892709,Mean value of monthly temperature across the year
Ac5,EA113,NA,Lamba,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,17.72439901,Mean value of monthly temperature across the year
Ac6,EA113,NA,Ndembu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.27702447,Mean value of monthly temperature across the year
Ac7,EA113,1,Yao,Societal rigidity,Ritual, Politics,Rigid, characterized as: non-egalitarian, ascriptive status distinctions, autocratic, hierarchical political system, fixed residence and group membership, central authority, fixed religious rites.,Rigid,AnnualMeanTemperature,19.97813924,Mean value of monthly temperature across the year
Ac8,EA113,NA,Yombe,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,24.517755,Mean value of monthly temperature across the year
Ac9,EA113,NA,Ngoni,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.35548731,Mean value of monthly temperature across the year
Ad1,EA113,NA,Bajuni,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,26.50230954,Mean value of monthly temperature across the year
Ad10,EA113,NA,Shambaa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.71290072,Mean value of monthly temperature across the year
Ad11,EA113,NA,Bena,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.96882822,Mean value of monthly temperature across the year
Ad12,EA113,NA,Gusii,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.01833323,Mean value of monthly temperature across the year
Ad13,EA113,2,Kiga,Societal rigidity,Ritual, Politics,Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.,Flexible,AnnualMeanTemperature,16.5840068,Mean value of monthly temperature across the year
Ad14,EA113,NA,Luguru,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.71426423,Mean value of monthly temperature across the year
Ad15,EA113,NA,Iwa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,17.78161791,Mean value of monthly temperature across the year
Ad16,EA113,NA,Ngonde,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,17.86562429,Mean value of monthly temperature across the year
Ad17,EA113,NA,Safwa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.78014775,Mean value of monthly temperature across the year
Ad18,EA113,NA,Bende,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.75072025,Mean value of monthly temperature across the year
Ad19,EA113,NA,Fipa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.8485176,Mean value of monthly temperature across the year
Ad2,EA113,1,Nyoro,Societal rigidity,Ritual, Politics,Rigid, characterized as: non-egalitarian, ascriptive status distinctions, autocratic, hierarchical political system, fixed residence and group membership, central authority, fixed religious rites.,Rigid,AnnualMeanTemperature,22.58232846,Mean value of monthly temperature across the year
Ad20,EA113,NA,Nyamwezi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.0289127,Mean value of monthly temperature across the year
Ad21,EA113,NA,Pimbwe,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.75072025,Mean value of monthly temperature across the year
Ad22,EA113,NA,Sukuma,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.38207686,Mean value of monthly temperature across the year
Ad23,EA113,NA,Sangu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.35477335,Mean value of monthly temperature across the year
Ad24,EA113,NA,Gogo,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.45864995,Mean value of monthly temperature across the year
Ad25,EA113,NA,Rangi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.1173012,Mean value of monthly temperature across the year
Ad26,EA113,NA,Turu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.18565869,Mean value of monthly temperature across the year
Ad27,EA113,NA,Kwere,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,24.29898087,Mean value of monthly temperature across the year
Ad28,EA113,NA,Zigula,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.35964917,Mean value of monthly temperature across the year
Ad29,EA113,NA,Hadimu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,24.44982029,Mean value of monthly temperature across the year
Ad3,EA113,NA,Chagga,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.05085088,Mean value of monthly temperature across the year
Ad30,EA113,NA,Digo,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.78186938,Mean value of monthly temperature across the year
Ad31,EA113,NA,Duruma,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.78186938,Mean value of monthly temperature across the year
Ad32,EA113,NA,Giriama,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,25.38725483,Mean value of monthly temperature across the year
Ad33,EA113,NA,Pokomo,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,26.0927353,Mean value of monthly temperature across the year
Ad34,EA113,NA,Kamba,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.36225098,Mean value of monthly temperature across the year
Ad35,EA113,NA,Meru,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.39983749,Mean value of monthly temperature across the year
Ad36,EA113,NA,Pare,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.06855405,Mean value of monthly temperature across the year
Ad37,EA113,NA,Teita,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.78186938,Mean value of monthly temperature across the year
Ad38,EA113,NA,Kara,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.86225588,Mean value of monthly temperature across the year
Ad39,EA113,NA,Sonjo,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.93683164,Mean value of monthly temperature across the year
Ad4,EA113,2,Kikuyu,Societal rigidity,Ritual, Politics,Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.,Flexible,AnnualMeanTemperature,17.92150919,Mean value of monthly temperature across the year
Ad40,EA113,NA,Tiriki,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.39983749,Mean value of monthly temperature across the year
Ad41,EA113,NA,Vugusu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.56682952,Mean value of monthly temperature across the year
Ad42,EA113,NA,Haya,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.62068702,Mean value of monthly temperature across the year
Ad43,EA113,NA,Kerewe,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.81277014,Mean value of monthly temperature across the year
Ad44,EA113,NA,Konjo,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,16.96009344,Mean value of monthly temperature across the year
Ad45,EA113,NA,Nyankole,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.59548568,Mean value of monthly temperature across the year
Ad46,EA113,NA,Soga,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.46618099,Mean value of monthly temperature across the year
Ad47,EA113,NA,Sumbwa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.22908819,Mean value of monthly temperature across the year
Ad48,EA113,NA,Toro,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.79007683,Mean value of monthly temperature across the year
Ad49,EA113,NA,Zinza,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,17.48945439,Mean value of monthly temperature across the year
Ad5,EA113,NA,Mbugwe,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.43543188,Mean value of monthly temperature across the year
Ad50,EA113,NA,Kaguru,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.30485763,Mean value of monthly temperature across the year
Ad51,EA113,NA,Ngulu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.11174104,Mean value of monthly temperature across the year
Ad6,EA113,NA,Nyakyusa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,17.8583016,Mean value of monthly temperature across the year
Ad7,EA113,1,Ganda,Societal rigidity,Ritual, Politics,Rigid, characterized as: non-egalitarian, ascriptive status distinctions, autocratic, hierarchical political system, fixed residence and group membership, central authority, fixed religious rites.,Rigid,AnnualMeanTemperature,22.49398223,Mean value of monthly temperature across the year
Ad8,EA113,2,Hehe,Societal rigidity,Ritual, Politics,Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.,Flexible,AnnualMeanTemperature,18.04507859,Mean value of monthly temperature across the year
Ad9,EA113,2,Gisu,Societal rigidity,Ritual, Politics,Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.,Flexible,AnnualMeanTemperature,21.76807238,Mean value of monthly temperature across the year
Ae1,EA113,2,Amba,Societal rigidity,Ritual, Politics,Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.,Flexible,AnnualMeanTemperature,19.30406862,Mean value of monthly temperature across the year
Ae10,EA113,NA,Banyaruanda,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,16.73643853,Mean value of monthly temperature across the year
Ae11,EA113,NA,Songola,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.24259201,Mean value of monthly temperature across the year
Ae12,EA113,NA,Duala,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,24.23693973,Mean value of monthly temperature across the year
Ae13,EA113,NA,Bashi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,17.57444477,Mean value of monthly temperature across the year
Ae14,EA113,NA,Ha,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.64102269,Mean value of monthly temperature across the year
Ae15,EA113,NA,Hunde,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.4164806,Mean value of monthly temperature across the year
Ae16,EA113,NA,Lulua,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.40759263,Mean value of monthly temperature across the year
Ae17,EA113,NA,Rega,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.42356247,Mean value of monthly temperature across the year
Ae18,EA113,NA,Songye,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.69037962,Mean value of monthly temperature across the year
Ae19,EA113,NA,Garanganze,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,18.12834385,Mean value of monthly temperature across the year
Ae2,EA113,2,Kpe,Societal rigidity,Ritual, Politics,Flexible, characterized as: egalitarian, achieved status distinctions, autocratic, democratic, federated or stateless political system, ease in residence and group changes, individualized or flexible religious rites.,Flexible,AnnualMeanTemperature,24.94847173,Mean value of monthly temperature across the year
Ae20,EA113,NA,Ekonda,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.17111395,Mean value of monthly temperature across the year
Ae21,EA113,NA,Kela,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.31036265,Mean value of monthly temperature across the year
Ae22,EA113,NA,Kutsu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.58297414,Mean value of monthly temperature across the year
Ae23,EA113,NA,Lalia,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.6068884,Mean value of monthly temperature across the year
Ae24,EA113,NA,Mongo,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.80500531,Mean value of monthly temperature across the year
Ae25,EA113,NA,Tetela,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.59559738,Mean value of monthly temperature across the year
Ae26,EA113,NA,Topoke,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.71114686,Mean value of monthly temperature across the year
Ae27,EA113,NA,Lokele,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.70012575,Mean value of monthly temperature across the year
Ae28,EA113,NA,Ngala,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.9398005,Mean value of monthly temperature across the year
Ae29,EA113,NA,Poto,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.76098738,Mean value of monthly temperature across the year
Ae3,EA113,NA,Fang,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.22373785,Mean value of monthly temperature across the year
Ae30,EA113,NA,Bira,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.94455687,Mean value of monthly temperature across the year
Ae31,EA113,NA,Budu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.41779959,Mean value of monthly temperature across the year
Ae32,EA113,NA,Kumu,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.01405555,Mean value of monthly temperature across the year
Ae33,EA113,NA,Ndaka Babali,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.1246218,Mean value of monthly temperature across the year
Ae34,EA113,NA,Plains Bira,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,19.30406862,Mean value of monthly temperature across the year
Ae35,EA113,NA,Rumbi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,20.43142837,Mean value of monthly temperature across the year
Ae36,EA113,NA,Bombesa,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.7721712,Mean value of monthly temperature across the year
Ae37,EA113,NA,Budja,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.54574844,Mean value of monthly temperature across the year
Ae38,EA113,NA,Ndoko,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.7974778,Mean value of monthly temperature across the year
Ae39,EA113,NA,Ngombe,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.8294213,Mean value of monthly temperature across the year
Ae4,EA113,NA,Nkundo,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.83406776,Mean value of monthly temperature across the year
Ae40,EA113,NA,Dzem,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,21.57196417,Mean value of monthly temperature across the year
Ae41,EA113,NA,Kota,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.38332789,Mean value of monthly temperature across the year
Ae42,EA113,NA,Ngumba,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,23.31469912,Mean value of monthly temperature across the year
Ae43,EA113,NA,Sanga,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,22.59872354,Mean value of monthly temperature across the year
Ae44,EA113,NA,Bubi,Societal rigidity,Ritual, Politics,Missing data,Missing data,AnnualMeanTemperature,25.86279363,Mean value of monthly temperature across the year
